"rgn_id","sciname","value"
61,"Megaptera novaeangliae",0
61,"Caretta caretta",0.6
61,"Cetorhinus maximus",0.4
61,"Balaenoptera acutorostrata",0
61,"Balaenoptera physalus",0.6
76,"Chelonia mydas",0.6
76,"Cetorhinus maximus",0.4
76,"Caretta caretta",0.6
76,"Alopias vulpinus",0.4
76,"Isurus oxyrinchus",0.4
76,"Prionace glauca",0.2
76,"Carcharodon carcharias",0.4
76,"Balaenoptera physalus",0.6
111,"Isurus oxyrinchus",0.4
111,"Prionace glauca",0.2
111,"Rhincodon typus",0.4
111,"Dermochelys coriacea",0.8
111,"Balaenoptera borealis",0.6
111,"Caretta caretta",0.6
111,"Balaenoptera acutorostrata",0
111,"Chelonia mydas",0.6
111,"Megaptera novaeangliae",0
19,"Balaenoptera physalus",0.6
19,"Cheilinus undulatus",0.6
19,"Isurus oxyrinchus",0.4
19,"Alopias vulpinus",0.4
19,"Prionace glauca",0.2
19,"Chelonia mydas",0.6
19,"Triaenodon obesus",0.2
19,"Megaptera novaeangliae",0
19,"Rhincodon typus",0.4
19,"Galeocerdo cuvier",0.2
75,"Alopias vulpinus",0.4
54,"Rhincodon typus",0.4
54,"Megaptera novaeangliae",0
54,"Prionace glauca",0.2
54,"Chelonia mydas",0.6
54,"Eretmochelys imbricata",0.8
180,"Balaenoptera borealis",0.6
180,"Balaenoptera physalus",0.6
180,"Prionace glauca",0.2
180,"Balaenoptera acutorostrata",0
180,"Megaptera novaeangliae",0
180,"Lamna nasus",0.4
180,"Balaenoptera musculus",0.6
180,"Eubalaena glacialis",1
180,"Galeocerdo cuvier",0.2
180,"Alopias vulpinus",0.4
180,"Cetorhinus maximus",0.4
180,"Isurus oxyrinchus",0.4
163,"Lepidochelys kempii",0.8
163,"Isurus oxyrinchus",0.4
163,"Dermochelys coriacea",0.8
163,"Galeocerdo cuvier",0.2
163,"Lamna nasus",0.4
163,"Megachasma pelagios",
163,"Carcharhinus amblyrhynchos",0.2
163,"Eschrichtius robustus",0
163,"Megaptera novaeangliae",0
163," Carcharhinus perezi",0.2
163,"Carcharodon carcharias",0.4
163,"Triaenodon obesus",0.2
163,"Caretta caretta",0.6
163,"Chelonia mydas",0.6
163,"Isurus paucus",0.4
163,"Ursus maritimus",0.4
163,"Balaenoptera borealis",0.6
163,"Prionace glauca",0.2
163,"Cetorhinus maximus",0.4
163,"Balaenoptera physalus",0.6
163,"Balaenoptera acutorostrata",0
163,"Balaena mysticetus",0
163,"Alopias vulpinus",0.4
163,"Balaenoptera musculus",0.6
163,"Lepidochelys olivacea",0.4
163,"Eubalaena glacialis",0.6
163,"Rhincodon typus",0.4
12,"Cheilinus undulatus",0.6
173,"Lamna nasus",0.4
173,"Balaenoptera borealis",0.6
173,"Lepidochelys olivacea",0.4
173,"Balaenoptera physalus",0.6
173,"Prionace glauca",0.2
173,"Galeocerdo cuvier",0.2
173,"Isurus oxyrinchus",0.4
173,"Cetorhinus maximus",0.4
173,"Rhincodon typus",0.4
173,"Alopias vulpinus",0.4
173,"Balaenoptera acutorostrata",0
173,"Balaenoptera musculus",0.6
173,"Caretta caretta",0.6
173,"Megaptera novaeangliae",0
6,"Galeocerdo cuvier",0.2
6,"Prionace glauca",0.2
6,"Chelonia mydas",0.6
6,"Triaenodon obesus",0.2
6,"Isurus oxyrinchus",0.4
6,"Cheilinus undulatus",0.6
6,"Eretmochelys imbricata",0.8
6,"Rhincodon typus",0.4
6,"Alopias vulpinus",0.4
6,"Balaenoptera physalus",0.6
6,"Megaptera novaeangliae",0
139,"Dermochelys coriacea",0.8
139,"Lepidochelys olivacea",0.4
139,"Alopias vulpinus",0.4
139,"Prionace glauca",0.2
139,"Caretta caretta",0.6
139,"Megaptera novaeangliae",0
139,"Chelonia mydas",0.6
139,"Isurus oxyrinchus",0.4
139,"Galeocerdo cuvier",0.2
139,"Eretmochelys imbricata",0.8
139," Carcharhinus perezi",0.2
139,"Rhincodon typus",0.4
207,"Lepidochelys olivacea",0.4
207,"Cheilinus undulatus",0.6
207,"Prionace glauca",0.2
207,"Chelonia mydas",0.6
207,"Isurus oxyrinchus",0.4
207,"Rhincodon typus",0.4
207,"Triaenodon obesus",0.2
207,"Eretmochelys imbricata",0.8
207,"Orcaella brevirostris",0.4
207,"Megaptera novaeangliae",0
117,"Prionace glauca",0.2
117,"Chelonia mydas",0.6
117,"Rhincodon typus",0.4
117,"Galeocerdo cuvier",0.2
117,"Isurus oxyrinchus",0.4
117,"Alopias vulpinus",0.4
117,"Eretmochelys imbricata",0.8
117,"Dermochelys coriacea",0.8
117,"Caretta caretta",0.6
117,"Balaenoptera acutorostrata",0
161,"Cheilinus undulatus",0.6
161,"Galeocerdo cuvier",0.2
161,"Prionace glauca",0.2
161,"Rhincodon typus",0.4
161,"Triaenodon obesus",0.2
161,"Megaptera novaeangliae",0
63,"Balaenoptera acutorostrata",0
63,"Galeocerdo cuvier",0.2
63,"Carcharodon carcharias",0.4
63,"Balaenoptera borealis",0.6
63,"Megaptera novaeangliae",0
63,"Cetorhinus maximus",0.4
63,"Balaenoptera musculus",0.6
63,"Prionace glauca",0.2
63,"Alopias vulpinus",0.4
63,"Isurus oxyrinchus",0.4
63,"Balaenoptera physalus",0.6
63,"Eubalaena glacialis",1
63,"Isurus paucus",0.4
63,"Rhincodon typus",0.4
47,"Megaptera novaeangliae",0
47,"Cheilinus undulatus",0.6
47,"Prionace glauca",0.2
47,"Balaenoptera musculus",0.6
47,"Isurus oxyrinchus",0.4
47,"Rhincodon typus",0.4
47,"Triaenodon obesus",0.2
47,"Chelonia mydas",0.6
47,"Alopias vulpinus",0.4
47,"Galeocerdo cuvier",0.2
47,"Lepidochelys olivacea",0.4
47,"Eretmochelys imbricata",0.8
218,"Balaena mysticetus",0.133333333333333
218,"Balaenoptera musculus",0.2
218,"Delphinapterus leucas",0.38383389610601
218,"Dermasterias imbricata",0
218,"Gadus morhua",0.48
218,"Gavia immer",0
218,"Haliaeetus leucocephalus",0
218,"Homarus americanus",0
218,"Megaptera novaeangliae",0.00667742166710904
218,"Oncorhynchus gorbuscha",0
218,"Oncorhynchus keta",0
218,"Oncorhynchus kisutch",0.6
218,"Oncorhynchus mykiss",0
218,"Oncorhynchus nerka",0.6
218,"Oncorhynchus tshawytscha",0.4
218,"Orcinus orca",0.230347465936729
218,"Salmo salar",0.324960125100174
218,"Ursus maritimus",0.2
