"target","layer","name","description","citation_2012n","citation_2013a","fld_value","units","gapfilling","X2013a_source","children","children_notes","disaggregation.function","updated","still.to.do.with.2013a.file.","dir_2012a","fn_2012a","dir_2013a","fn_2013a","ingest","fn_nature2012","id_num","id_chr","category","year","value_num","value_chr"
"pressures","hd_subtidal_sb","High bycatch commercial fishing practices as a proxy for subtidal soft bottom habitat destruction","Spatially distributed commercial catch data by fishing gear type, developed by Sea Around Us Project","7.26","5.27","pressures.score","pressure score",,"new","new",,"NA (recalculated soft-bottom area for children)","Y",,"neptune_data:model/GL-NCEAS-subtidal_softbottom_v2013a/data","po_rgn_hd_subtidal_sb_2012a.csv","neptune_data:model/GL-NCEAS-subtidal_softbottom_v2013a/data","po_rgn_hd_subtidal_sb_2013a.csv",TRUE,"p_hd_subtidal_sb.csv","region_id",,,,"pressures_score",
"pressures","po_chemicals_3nm","Land-based chemical pollution","Land-based organic pollution at 1km2 resolution (as developed in Halpern et al. 2008)","7.06-7.09","5.06-5.07","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_3nm_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_3nm_2013_NEW.csv",TRUE,"p_po_chemicals_coastal.csv","region_id",,,,"pressures_score",
"pressures","po_nutrients_3nm","Coastal nutrient pollution","Modeled coastal nutrient pollution based on Halpern et al. 2008","7.51","5.55","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_3nm_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_3nm_2013_NEW.csv",TRUE,"p_po_nutrients_3nm.csv","region_id",,,,"pressures_score",
"pressures","sp_alien","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion","7.01","5.01","pressures.score","pressure score",,"2012a","eez_area",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/p_sp_alien.csv', csv.out = '/Volumes/data_edit/model/GL-NCEAS-Pressures_v2013a/data/p_sp_alien_2013a.csv', fld.value=NA, weight.csv='/Volumes/data_edit/model/GL-NCEAS-OceanRegions_v2013a/data/rgn_area.csv', weight.fld = 'area_km2')","N",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_sp_alien_2013a.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","p_sp_alien_2013a.csv",TRUE,"p_sp_alien.csv","region_id",,,,"pressures_score",
"pressures","sp_genetic","Introduced species as a proxy for genetic escapes ","Statistics on native or introduced species from the Mariculture Sustainibility Index (MSI)","7.22","5.22","pressures.score","pressure score",,,"new","no gapfilling: if no mariculture, genetic escapee pressures=0; 2012a: gapfilled Trujillo score*MAR harvest2009; 2013a: gapfilled Trujillo score*MAR harvest2010; ","NA (updated)","Y",,"neptune_data:model/GL-NCEAS-Pressures-GenEsc_v2013a/data","GenEsc_v2012a.csv","neptune_data:model/GL-NCEAS-Pressures-GenEsc_v2013a/data","GenEsc_v2013a.csv",TRUE,"p_sp_genetic.csv","region_id",,,,"pressures_score",
"pressures","ss_wgi","Weakness of governance indicated with the WGI","Inverse of World Governance Indicators (WGI) six combined scores","7.7","5.77","score","pressure score",,,"new","soverignty gapfilling","NA (updated data)","Y","these are wgi_all values; to get ss_wgi must do (1 - wgi_all) after converting from WGI score: min=-2.49, max=1.98 ","neptune_data:model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2012a_rescaled_inverse.csv","neptune_data:model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2013a_rescaled_inverse.csv",TRUE,"p_ss_wgi.csv","region_id",,,,"pressures_score",
"pressures_CP","rnk_cp_habitat_extent_rank","Habitat extent * rank, per Coastal Protection habitats","Habitat extent * habitat rank for Coastal Protection habitats: coral, mangrove offshore 1km, mangrove inland 1km, saltmarsh, seaice_shoreline and seagrass","6E",,"extent_rank","rank",,"2012a","new",,,"N",,"neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cp_habitat_extent_rank.csv","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cp_habitat_extent_rank.csv",TRUE,"cp_habitat_extent_rank.csv","region_id",,"habitat",,"pressures.rank",
"pressures_CS","rnk_cs_habitat_extent","Habitat extent * rank, per Carbon Storage habitats","Habitat extent * habitat rank for Carbon Storage habitats: mangrove, saltmarsh and seagrass","6D",,"km2","km^2",,"2012a","new",,,"N",,"neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cs_habitat_extent.csv","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","cs_habitat_extent.csv",TRUE,"cs_habitat_extent.csv","region_id",,"habitat",,"km2",
"pressures_CW","po_chemicals","Ocean-based chemical pollution","Ocean-based chemical pollution from commercial shipping traffic and ports and harbors","7.06-7.08","5.08","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_chemicals_2013_NEW.csv",TRUE,"p_po_chemicals.csv","region_id",,,,"pressures_score",
"pressures_CW","po_nutrients","Ocean nutrient pollution","Modeled ocean nutrient pollution based on Halpern et al. 2008","7.51","5.55","pressure_score","pressure score",,,"new",,"NA (updated data)","Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2012_NEW.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_nutrients_2013_NEW.csv",TRUE,"p_po_nutrients.csv","region_id",,,,"pressures_score",
"pressures_CW","po_pathogens","Access to improved sanitation as a proxy for pathogen pollution","Percent of population with access to improved sanitation facilities ","7.53","5.57","pressure_score","pressure score",,,"new",,,"Y",,"neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_pathogens_sanitation2008_popninland25km2008.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_pathogens_sanitation2011_popninland25km2013.csv",TRUE,"p_po_pathogens.csv","region_id",,,,"pressures_score",
"pressures_CW","po_trash","Trash pollution","Density of trash from coastal land and sea","7.67","5.73","pressure_score","pressure score",,,"new","2012 file: all parent values assigned to children; 2013a file: georegionally gapfilled, southern islands = NA","NA (updated data)","Y","convert from pounds/mile to pressures score","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_trash2011.csv","neptune_data:model/GL-NCEAS-Pressures_v2013a/data","po_trash2012.csv",TRUE,"p_po_trash.csv","region_id",,,,"pressures_score",
"pressures_HAB","rnk_hab_presence","Habitat presence","Modeled combined habitat presence","6J",,"boolean","boolean",,"2012a","new",,,"N",,"neptune_data:model/GL-NCEAS-Habitats_v2013a/data","hab_habitat_presence.csv","neptune_data:model/GL-NCEAS-Habitats_v2013a/data","hab_habitat_presence.csv",TRUE,"hab_presence.csv","region_id",,"habitat",,"boolean",
"resilience","alien_species","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion","7.01","5.01","resilience score","resilience score",,"2012a","parent",,,"N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_alien_species_Nature2012disaggregated.csv",TRUE,,,,,,,
"resilience","cites","Resilience from commitment to CITES","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories","7.16","5.15","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_cites.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_cites_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_cites_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_cites_2013a.csv",TRUE,"r_cites.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1","CBD survey: coastal fishing v1","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_2013a.csv",TRUE,"r_fishing_v1.csv","region_id",,,,"resilience_score",
"resilience","fishing_v1_eez","CBD survey: ocean fishing v1","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v1_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v1_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_eez_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v1_eez_2013a.csv",TRUE,"r_fishing_v1_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v2_eez","CBD survey: ocean fishing v2","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v2_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v2_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v2_eez_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v2_eez_2013a.csv",TRUE,"r_fishing_v2_eez.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3","CBD survey: coastal fishing v3","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_2013a.csv",TRUE,"r_fishing_v3.csv","region_id",,,,"resilience_score",
"resilience","fishing_v3_eez","CBD survey: ocean fishing v3","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_fishing_v3_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_fishing_v3_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_eez_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_fishing_v3_eez_2013a.csv",TRUE,"r_fishing_v3_eez.csv","region_id",,,,"resilience_score",
"resilience","habitat","CBD survey: habitat","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_2013a.csv",TRUE,"r_habitat.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo","CBD survey: coastal habitat","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_2013a.csv",TRUE,"r_habitat_combo.csv","region_id",,,,"resilience_score",
"resilience","habitat_combo_eez","CBD survey: ocean habitat","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"new","parent","(update with new MPA data?)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_habitat_combo_eez.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_habitat_combo_eez_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_eez_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_habitat_combo_eez_2013a.csv",TRUE,"r_habitat_combo_eez.csv","region_id",,,,"resilience_score",
"resilience","li_gci","GCI: competitiveness in achieving sustained economic prosperity","Global Competitiveness Index (GCI) scores (score)","7.23","5.23","score","resilience score",,,"parent","nature2012 data disaggregated for 2012a; 2013a data from new source","NA: 2013a data only reported for one year","Y",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_gci_Nature2012disaggregated.csv","neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_gci_2013a_rescaled.csv",TRUE,"r_li_gci.csv","region_id",,,,"resilience_score",
"resilience","li_sector_evenness","Sector evenness as a measure of economic diversity","Shannon's Diversity Index calculated sector evenness based on the total number of sectors and the proportion of jobs belonging to any sector","7.6","5.66","resilience score","resilience score",,"2012a","parent","(make sure same method as LE status data)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_li_sector_evenness.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_li_sector_evenness_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_li_sector_evenness_2013a.csv",TRUE,"r_li_sector_evenness.csv","region_id",,,,"resilience_score",
"resilience","mariculture","CBD survey: mariculture","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_mariculture.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_mariculture_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_mariculture_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_mariculture_2013a.csv",TRUE,"r_mariculture.csv","region_id",,,,"resilience_score",
"resilience","msi_gov"," MSI sustainability and regulations","Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI)","7.3","5.33","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_msi_gov.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_msi_gov_2013a.csv', fld.value=NA, weight.csv=NA)","N","only 63 unique rgn_2012nature; so only 80 unique in rgns for 2012a and 2013a","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_msi_gov_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_msi_gov_2013a.csv",TRUE,"r_msi_gov.csv","region_id",,,,"resilience_score",
"resilience","species_diversity","Ocean ecological integrity","Marine species diversity as a proxy for ecological integrity: ocean","7.18","5.18","score","resilience score",,"new","new","(same as SPP status score)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_species_diversity.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_species_diversity_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2012.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2013.csv",TRUE,"r_species_diversity.csv","region_id",,,,"resilience_score",
"resilience","species_diversity_3nm","Coastal ecological integrity","Marine species diversity as a proxy for ecological integrity: coastal","7.18","5.18","score","resilience score",,"new","new","(same as SPP score - clip to 3nm if time left nxt week)","disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_species_diversity_3nm.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_species_diversity_3nm_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_offshore3nm_2013.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_offshore3nm_2013.csv",TRUE,"r_species_diversity_3nm.csv","region_id",,,,"resilience_score",
"resilience","tourism","CBD survey: tourism","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_tourism.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_tourism_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_tourism_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_tourism_2013a.csv",TRUE,"r_tourism.csv","region_id",,,,"resilience_score",
"resilience","water","CBD survey: water","Convention on Biological Diversity (CBD) Third National Survey questions in 2005","7.14","5.14","resilience score","resilience score",,"2012a","parent",,"disaggregate(csv.in='/Volumes/local_edit/src/toolbox/data/global_2012_nature/layers/r_water.csv', csv.out ='/Volumes/data_edit/model/GL-NCEAS-Resilience_v2013a/data/r_water_2013a.csv', fld.value=NA, weight.csv=NA)","N",,"neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_water_2013a.csv","neptune_data:model/GL-NCEAS-Resilience_v2013a/data","r_water_2013a.csv",TRUE,"r_water.csv","region_id",,,,"resilience_score",
"resilience","wgi_all","Strength of governance indicated with the WGI","World Governance Indicators (WGI) six combined scores","7.7","5.77","score","resilience score",,,"parent","2012a: parent; 2013a: soverignty gapfilling","NA (updated data)","Y","convert from WGI score: min=-2.49, max=1.98","neptune_data:model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2012a_rescaled.csv","neptune_data:model/GL-WorldBank-WGI_v2011/data","rgn_wb_wgi_2013a_rescaled.csv",TRUE,"r_wgi_all.csv","region_id",,,,"resilience_score",
"spatial","cn_cntry_area_inland25mi","Country inland area 25 miles from shore","country inland area 25 miles from shore","3",,"km2","km^2",,"2012a","new",,"NA (updated data)",,,,,,,,"cntry_area_inland25mi.csv",,"country_id",,,"km2",
"spatial","cn_cntry_area_inland50mi","Country inland area 50 miles from shore","country inland area 50 miles from shore","3",,"km2","km^2",,"2012a","new",,"NA (updated data)",,,,,,,,"cntry_area_inland50mi.csv",,"country_id",,,"km2",
"spatial","cn_cntry_area_land","Country inland area total","country inland area","3",,"km2","km^2",,"2012a","new",,"NA (updated data)",,,,,,,,"cntry_area_land.csv",,"country_id",,,"km2",
"spatial","cn_cntry_rgn","Regions per country","regions per country","3",,"rgn_id","region id",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv",TRUE,"cntry_rgn.csv",,"country_id",,,"region_id",
"spatial","cnk_cntry_georegions","Georegion ids per country, at 3 georegion levels","georegions per country, at 3 georegion levels","3",,"georgn_id","georegion id",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv",TRUE,"cntry_georegions.csv",,"country_id","level",,"georegion_id",
"spatial","ct_cntry_label","Countries by ISO 3166 code","countries by ISO 3166 code","3",,"label","region label",,"2012a","new",,"NA (updated data)",,,,,,,,"cntry_label.csv",,"country_id",,,,"label"
"spatial","ctk_cntry_georegion_labels","Georegion labels per country, at 3 georegion_levels","georegion labels per country, at 3 georegion_levels","3",,"georegion_label","georegion label",,"2012a","new",,"NA (updated data)",,,,,,,,"cntry_georegion_labels.csv",,"country_id","level",,,"georegion_label"
"spatial","rn_rgn_area","Region area of total EEZ ocean","region in water area","3",,"area_km2","km^2",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv",TRUE,"rgn_area.csv","region_id",,,,"km2",
"spatial","rn_rgn_area_inland1km","Region area 1 km inland","inland area 1 km from shore","3",,"area_km2","km^2",,"2012a","new",,,,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv",TRUE,"rgn_area_inland1km.csv","region_id",,,,"km2",
"spatial","rn_rgn_area_offshore3nm","Region area offshore 3nm","offshore area 3 nautical miles from shore","3",,"area_km2","km^2",,"2012a","new",,,,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv",TRUE,"rgn_area_offshore3nm.csv","region_id",,,,"km2",
"spatial","rnk_rgn_georegions","Georegion ids per region, at 3 georegion levels","georegions per region, at 3 georegion levels","3",,"georgn_id","georegion id",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv",TRUE,"rgn_georegions.csv","region_id",,"level",,"georegion_id",
"spatial","rnk_rgn_global","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","3",,"label","label",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv",TRUE,"rgn_global.csv","region_id",,"type",,,"label"
"spatial","rtk_rgn_georegion_labels","Georegion labels per region, at 3 georegion levels","georegions per region, at 3 georegion levels","3",,"label","label",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv",TRUE,"rgn_georegions.csv","region_id",,"level",,"georegion_id",
"spatial","rtk_rgn_labels","regions by type (eez, subocean, unclaimed) and label","regions by type (eez, subocean, unclaimed) and label","3",,"label","label",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv",TRUE,"rgn_labels.csv","region_id",,"type",,,"label"
"SPP","rn_spp_status","Species lists and IUCN threat categories as a proxy for iconic species status","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","7.27","5.29","score","status score",,,"new",,,,,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2012.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2013.csv",TRUE,,,,,,,
"SPP","rn_spp_trend","Species lists and IUCN threat categories as a proxy for iconic species trend","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","7.27","5.29","score","trend score",,,"new",,,,,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_trend_2012.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_trend_2013.csv",TRUE,,,,,,,
"TR","rn_tr_status","Modeled tourism status","Modeled tourism status with updated approach","6G","5.75","status","status score",,,"new",,,,,"neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Status_2012a_Sep23b.csv","neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Status_2013a_Sep23b.csv",FALSE,,,,,,,
"TR","rn_tr_trend","Modeled tourism trend","Modeled tourism trend with updated approach","6G","5.75","trend","trend score",,,"new",,,,,"neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Trend_2012a_Sep23b.csv","neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Trend_2013a_Sep23b.csv",FALSE,,,,,,,
"TR","tr_jobs_tourism","Direct employment in tourism",,,,"count","jobs",,,,,,,,"neptune_data:model/GL-WTTC-Tourism_v2011/data","rgn_wttc_empd_2013a_avgduplicates.csv","neptune_data:model/GL-WTTC-Tourism_v2011/data","rgn_wttc_empd_2013a_avgduplicates.csv",TRUE,,,,,,,
"TR","tr_jobs_total","Total labor force",,,,"count","jobs",,,,,,,,"neptune_data:model/GL-WorldBank-Statistics_v2012/data","rgn_wb_lab_2013a_avgduplicates.csv","neptune_data:model/GL-WorldBank-Statistics_v2012/data","rgn_wb_lab_2013a_avgduplicates.csv",TRUE,,,,,,,
"TR","tr_unemployment","Percent unemployment",,,,"percent","percent unemployed",,,,,,,,"neptune_data:model/GL-WorldBank-Statistics_v2012/data","rgn_wb_uem_2013a_avgduplicates.csv","neptune_data:model/GL-WorldBank-Statistics_v2012/data","rgn_wb_uem_2013a_avgduplicates.csv",TRUE,,,,,,,
"TR","tr_sustainability","Sustainability index","Tourism Competitiveness Index (TTCI) from the World Economic Forum",,,"score","score",,,,,,,,"neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_ttci_2013a_lyr.csv","neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_ttci_2013a_lyr.csv",TRUE,,,,,,,
