"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"10088","Yekooche First Nation","First Nations","54.600402832","-125.066101074","202","2007","108.552380952381","282.060073413197"
"10089","York Factory First Nation","First Nations","56.089782715","-96.108276367","55","2007","101.729761904762","293.810686783863"
"10090","Nisga'a Village of Laxgalt'sap","First Nations","55.037841797","-129.555786133","133","2007","108.552380952381","258.24706904488"
"10091","Acadia","First Nations","43.832917","-66.084223","94","2007","103.123611111111","348.115434428451"
"10092","Waycobah First Nation","First Nations","45.967398945","-61.135483371","555","2007","103.414285714286","258.821161822124"
"10093","Tlowitsis Tribe","First Nations","50.531982422","-125.982666016","350","2007","108.552380952381","256.029900565515"
"10094","Haisla Nation","First Nations","53.973205566","-128.648071289","141","2007","108.552380952381","336.405570367995"
"10095","Tsawwassen First Nation","First Nations","49.041920768","-123.100158446","311","2007","108.552380952381","325.071257514844"
"10096","Chawathil","First Nations","49.378888889","-121.555","426","2007","108.552380952381","254.367607879861"
"10097","Micmacs of Gesgapegiag","First Nations","48.202614179","-65.922951854","89","2007","103.414285714286","278.850187450145"
"10098","Taykwa Tagamou Nation","First Nations","49.006944444","-80.838055556","393","2007","99.7476190476191","259.537238740558"
"10099","Westbank First Nation","First Nations","49.836111111","-119.608055556","516","2007","108.552380952381","278.295228335118"
"10100","Nazko First Nation","First Nations","52.954223633","-123.583618164","335","2007","108.552380952381","248.368080011535"
"10101","Beecher Bay","First Nations","48.337688","-123.606697","224","2007","108.552380952381","246.586663861098"
"10102","Première Nation Malecite de Viger","First Nations","47.917994282","-69.50759115","29","2007","103.123611111111","249.056322393716"
"10103","Cowichan","First Nations","48.776794434","-123.708312988","391","2007","108.552380952381","247.688263856362"
"10104","Eskasoni","First Nations","45.930251534","-60.6452928","364","2007","103.414285714286","246.10117863388"
"10105","Tetlit Gwich'in","First Nations","67.431213379","-134.875488281","84","2007","99.9416666666667","336.005249644125"
"10106","Metlakatla","First Nations","54.33782959","-130.445373535","529","2007","108.552380952381","251.272434888574"
"10107","Fort Severn","First Nations","55.994566263","-87.61970716","453","2007","101.729761904762","254.466735711765"
"10108","Buctouche","First Nations","46.4525","-64.758611111","39","2007","103.414285714286","246.728889270515"
"10109","Sliammon","First Nations","49.897946","-124.607755","10","2007","108.552380952381","257.597224988322"
"10110","Kitselas","First Nations","54.491638184","-128.584106445","437","2007","108.552380952381","341.641935283671"
"10111","Les Innus de Ekuanitshit","First Nations","50.29083252","-64.02130127","429","2007","103.414285714286","303.355246289194"
"10112","Hupacasath First Nation","First Nations","49.265197754","-124.825500488","293","2007","108.552380952381","322.533189110663"
"10113","Kitchenuhmaykoosib Inninuwug","First Nations","53.824274134","-89.875387627","108","2007","101.729761904762","253.623732705535"
"10114","Cayoose Creek","First Nations","50.671944444","-121.935","171","2007","108.552380952381","253.730070642886"
"10115","Kitasoo","First Nations","52.583055556","-128.533055556","404","2007","108.552380952381","305.376929088703"
"10116","Ashcroft","First Nations","50.717834473","-121.311584473","256","2007","108.552380952381","322.574314206158"
"10117","Tzeachten","First Nations","49.111327","-121.956911","394","2007","108.552380952381","341.811954393245"
"10118","Quatsino","First Nations","50.61340332","-127.573669434","405","2007","108.552380952381","251.96861740834"
"10119","Nadleh Whuten","First Nations","54.076944444","-124.601111111","409","2007","108.552380952381","273.416916877344"
"10120","Skawahlook First Nation","First Nations","49.356111111","-121.606944444","524","2007","108.552380952381","360.873671189422"
"10121","Moricetown","First Nations","55.01159668","-127.322509766","172","2007","108.552380952381","348.43890178267"
"10122","Fox Lake","First Nations","56.329870819","-94.663388508","37","2007","101.729761904762","251.55254786573"
"10123","Webequie","First Nations","52.985229492","-87.282409668","530","2007","101.729761904762","262.084420653781"
"10124","Popkum","First Nations","49.208055556","-121.718055556","2","2007","108.552380952381","252.055090384941"
"10125","Atikamekw d'Opitciwan","First Nations","48.666992187","-74.948974609","265","2007","99.7476190476191","345.377121033936"
"10126","Bear River","First Nations","44.549444444","-65.623611111","297","2007","103.123611111111","321.679486589856"
"10127","Huu-ay-aht First Nations","First Nations","48.800598145","-125.120666504","472","2007","108.552380952381","253.161964161047"
"10128","Nak'azdli","First Nations","54.431396484","-124.247497559","156","2007","108.552380952381","272.842941161681"
"10129","T'it'q'et","First Nations","50.68538061","-121.949795556","360","2007","108.552380952381","260.327317866457"
"10130","Shubenacadie","First Nations","45.095224","-63.489859","232","2007","106.115277777778","276.771171353564"
"10131","Hesquiaht","First Nations","49.367004395","-126.271972656","470","2007","108.552380952381","244.344299439317"
"10132","Mount Currie","First Nations","50.328055556","-122.676111111","192","2007","108.552380952381","249.074288805253"
"10133","Da'naxda'xw First Nation","First Nations","51.017211914","-125.612182617","194","2007","108.552380952381","281.474670823345"
"10134","Odanak","First Nations","46.073242187","-72.821899414","211","2007","103.745238095238","258.797328187289"
"10135","Miawpukek","First Nations","47.863441","-55.755889","281","2007","109.970833333333","248.596062786851"
"10136","Malahat First Nation","First Nations","48.614013672","-123.520202637","293","2007","108.552380952381","251.484506772783"
"10137","Kashechewan","First Nations","52.291388889","-81.652222222","1","2007","99.7476190476191","252.102896928929"
"10138","Annapolis Valley","First Nations","45.065777","-64.654284","260","2007","106.115277777778","308.874572641103"
"10139","Leq' a: mel First Nation","First Nations","49.185","-122.076944444","345","2007","108.552380952381","247.913650688382"
"10140","Aklavik","First Nations","68.218200684","-135.006469727","361","2007","99.9416666666667","336.521343841188"
"10141","Skidegate","First Nations","53.261413574","-131.997070313","110","2007","108.552380952381","250.342613372857"
"10142","Iskut","First Nations","57.840026855","-129.985290527","493","2007","108.552380952381","258.201473033077"
"10143","Simpcw First Nation","First Nations","51.322387695","-120.147888184","465","2007","108.552380952381","248.71901396549"
"10144","Moose Cree First Nation","First Nations","51.263888889","-80.596944444","371","2007","99.7476190476191","250.607346813019"
"10145","Williams Lake","First Nations","52.106201172","-121.993896484","492","2007","108.552380952381","244.552774896486"
"10146","Stswecem'c Xgat'tem First Nation","First Nations","51.587219238","-122.204406738","482","2007","108.552380952381","248.608270823029"
"10147","Waswanipi","First Nations","49.693649133","-75.967010579","186","2007","99.7476190476191","252.888690239983"
"10148","Metepenagiag Mi'kmaq Nation","First Nations","46.932222222","-65.858055556","454","2007","103.123611111111","280.197282603994"
"10149","Shackan","First Nations","50.289428711","-121.180480957","72","2007","108.552380952381","264.862507064168"
"10150","Gitanyow","First Nations","55.258787565","-128.05881555","519","2007","108.552380952381","251.408708995807"
"10151","Okanagan","First Nations","50.448055556","-119.353055556","166","2007","108.552380952381","259.834770932321"
"10152","Hagwilget Village","First Nations","55.255","-127.603055556","502","2007","108.552380952381","265.31526149521"
"10153","Snuneymuxw First Nation","First Nations","49.152038574","-123.92956543","122","2007","108.552380952381","258.08951532514"
"10154","Tsawout First Nation","First Nations","48.588989258","-123.386779785","527","2007","108.552380952381","277.688732174945"
"10155","Squiala First Nation","First Nations","49.156111111","-121.976111111","174","2007","108.552380952381","265.904725028836"
"10156","Sumas First Nation","First Nations","49.054351","-122.195349","294","2007","108.552380952381","283.826436590853"
"10157","Musqueam","First Nations","49.225165","-123.19828","73","2007","108.552380952381","348.894107405278"
"10158","Wahgoshig","First Nations","48.611944444","-79.983888889","295","2007","99.7476190476191","259.033735312102"
"10159","Boston Bar First Nation","First Nations","49.869812012","-121.451293945","243","2007","108.552380952381","304.72396574637"
"10160","Kwiakah","First Nations","50.423888889","-125.158888889","189","2007","108.552380952381","304.953229142313"
"10161","Kwantlen First Nation","First Nations","49.173888889","-122.561944444","222","2007","108.552380952381","312.602897040377"
"10162","Dzawada'enuxw First Nation","First Nations","50.972595215","-126.17578125","412","2007","108.552380952381","267.932452443849"
"10163","God's Lake First Nation","First Nations","54.553608","-94.494085","247","2007","101.729761904762","304.835690388156"
"10164","Paqtnkek Mi'kmaw Nation","First Nations","45.601494964","-61.738137054","422","2007","103.414285714286","271.037619808283"
"10165","Montagnais de Unamen Shipu","First Nations","50.216796875","-60.666687012","28","2007","103.414285714286","253.405729374093"
"10166","Nooaitch","First Nations","50.18939209","-121.058410645","194","2007","108.552380952381","257.644693139587"
"10167","Nicomen","First Nations","50.265014648","-121.398986816","70","2007","108.552380952381","351.937607218349"
"10168","Indian Island","First Nations","46.689166667","-64.791111111","145","2007","103.414285714286","277.509623764197"
"10169","Montagnais du Lac St.-Jean","First Nations","48.559020996","-72.243896484","445","2007","103.745238095238","358.47922651792"
"10170","Manto Sipi Cree Nation","First Nations","54.838964685","-94.062978315","526","2007","101.729761904762","333.82912026498"
"10171","Kanaka Bar","First Nations","50.111816406","-121.561584473","200","2007","108.552380952381","247.628599312496"
"10172","Gitga'at First Nation","First Nations","53.424194336","-129.25378418","486","2007","108.552380952381","247.237423636022"
"10173","Weenusk","First Nations","54.987691","-85.44424","425","2007","101.729761904762","263.554008124683"
"10174","Mushuau Innu First Nation","First Nations","55.913055556","-61.127222222","538","2007","103.414285714286","248.649292185127"
"10175","Yale First Nation","First Nations","49.562305403","-121.422702513","111","2007","108.552380952381","319.634651588433"
"10176","Tlatlasikwala","First Nations","50.917602539","-127.914672852","455","2007","108.552380952381","298.752236605162"
"10177","Ucluelet First Nation","First Nations","48.939025879","-125.526000977","446","2007","108.552380952381","248.166939676312"
"10178","Flying Post","First Nations","48.531111111","-82.016944444","190","2007","98.8619047619048","254.894932615582"
"10179","Innu Takuaikan Uashat Mak Mani-Utenam","First Nations","50.229744618","-66.388732617","367","2007","103.414285714286","280.925421161189"
"10180","Bonaparte","First Nations","50.836242676","-121.376098633","539","2007","108.552380952381","272.528950143381"
"10181","Lake Babine Nation","First Nations","54.238611111","-125.7625","219","2007","108.552380952381","260.374208309085"
"10182","Tl'etinqox-t'in Government Office","First Nations","52.020812988","-123.181884766","103","2007","108.552380952381","273.439864232497"
"10183","Kitsumkalum","First Nations","54.527038574","-128.670898438","481","2007","108.552380952381","247.858432135978"
"10184","Squamish","First Nations","49.31661099","-123.088666829","355","2007","108.552380952381","348.459088548472"
"10185","Ditidaht","First Nations","48.810424805","-124.671386719","498","2007","108.552380952381","307.755945419044"
"10186","Nisga'a Village of Gitwinksihlkw","First Nations","55.192993164","-129.221984863","348","2007","108.552380952381","248.013930980229"
"10187","Canim Lake","First Nations","51.778808594","-120.979614258","431","2007","108.552380952381","268.02884132926"
"10188","Stz'uminus First Nation","First Nations","49.01361084","-123.786499023","48","2007","108.552380952381","311.835030474768"
"10189","Siska","First Nations","50.137023926","-121.571899414","288","2007","108.552380952381","300.516695915009"
"10190","Tseshaht","First Nations","49.265808105","-124.84777832","27","2007","108.552380952381","283.088630491593"
"10191","Mohawks of Kahnawá:ke","First Nations","45.40802002","-73.674987793","14","2007","103.745238095238","298.842618166152"
"10192","Halalt","First Nations","48.876587363","-123.692826085","185","2007","108.552380952381","257.480992308188"
"10193","Innue Essipit","First Nations","48.333435059","-69.399963379","460","2007","103.123611111111","324.801629424565"
"10194","Pacheedaht First Nation","First Nations","48.578796387","-124.40826416","268","2007","108.552380952381","251.244904330881"
"10195","Splatsin First Nation","First Nations","50.550667597","-119.133367891","528","2007","108.552380952381","284.096705895221"
"10196","Samahquam","First Nations","49.991111111","-122.456944444","323","2007","108.552380952381","251.802208447348"
"10197","Peters","First Nations","49.29747","-121.656732","98","2007","108.552380952381","347.293594085362"
"10198","Semiahmoo","First Nations","49.014174","-122.777581","536","2007","108.552380952381","248.727248938861"
"10199","Scowlitz","First Nations","49.245","-121.995","230","2007","108.552380952381","259.029479154223"
"10200","Bridge River","First Nations","50.813888889","-122.083055556","377","2007","108.552380952381","388.127251024822"
"10201","Gitanmaax","First Nations","55.255","-127.671111111","210","2007","108.552380952381","355.198281979057"
"10202","Ulkatcho","First Nations","52.475402832","-125.300598145","8","2007","108.552380952381","272.355559381019"
"10203","N'Quatqua","First Nations","50.528055556","-122.483888889","309","2007","108.552380952381","250.463259121892"
"10204","Gwa'Sala-Nakwaxda'xw","First Nations","50.733215332","-127.498596191","545","2007","108.552380952381","255.346430513441"
"10205","Lhtako Dene Nation","First Nations","52.955200195","-122.450500488","121","2007","108.552380952381","259.613838862526"
"10206","Penticton","First Nations","49.468055556","-119.673055556","9","2007","108.552380952381","249.78916326633"
"10207","Takla Lake First Nation","First Nations","55.483032227","-125.968566895","487","2007","108.552380952381","339.325677548424"
"10208","Lhoosk'uz Dene Nation","First Nations","53.090820312","-124.488098145","207","2007","108.552380952381","247.445984107505"
"10209","Old Massett Village Council","First Nations","54.038635254","-132.180175781","281","2007","108.552380952381","254.685693966165"
"10210","Tataskweyak Cree Nation","First Nations","56.245317478","-96.095435139","324","2007","101.729761904762","309.565128493681"
"10211","Whispering Pines/Clinton","First Nations","50.986816406","-120.24786377","97","2007","108.552380952381","250.232611591954"
"10212","Fort Folly","First Nations","45.892211914","-64.495483398","61","2007","103.414285714286","338.563627245718"
"10213","Elsipogtog First Nation","First Nations","46.585833","-64.985833","296","2007","103.414285714286","252.915017850611"
"10214","Première Nation des Abénakis de Wôlinak","First Nations","46.328595491","-72.41895858","300","2007","103.745238095238","349.278785017725"
"10215","Heiltsuk","First Nations","52.166944444","-128.146944444","213","2007","108.552380952381","257.357111294196"
"10216","Wagmatcook","First Nations","46.082100621","-60.91523223","513","2007","103.414285714286","258.142767389233"
"10217","Cheslatta Carrier Nation","First Nations","54.005615234","-125.712585449","313","2007","108.552380952381","247.920329196587"
"10218","Upper Similkameen","First Nations","49.355041504","-120.078308105","533","2007","108.552380952381","247.627046150597"
"10219","Ehattesaht","First Nations","49.873840332","-126.976196289","380","2007","108.552380952381","256.094295864923"
"10220","Shamattawa First Nation","First Nations","55.858398437","-92.096069336","100","2007","101.729761904762","355.963419580128"
"10221","Gitsegukla","First Nations","55.096944444","-127.828888889","559","2007","108.552380952381","252.616156422283"
"10222","Cree Nation of Chisasibi","First Nations","53.789166667","-78.930555556","366","2007","99.7476190476191","259.368251732195"
"10223","Conseil de la Première Nation Abitibiwinni","First Nations","48.598888889","-78.121111111","5","2007","99.7476190476191","251.273905613494"
"10224","Seabird Island","First Nations","49.273055556","-121.721111421","542","2007","108.552380952381","258.118238459221"
"10225","Lyackson","First Nations","49.04119873","-123.636779785","182","2007","108.552380952381","299.656028152445"
"10226","Oweekeno/Wuikinuxv Nation","First Nations","51.681944444","-127.213888889","272","2007","108.552380952381","247.417181200578"
"10227","Tseycum","First Nations","48.66583252","-123.450866699","143","2007","108.552380952381","245.282492475606"
"10228","Oromocto","First Nations","45.851388889","-66.463611111","452","2007","103.123611111111","248.283722293007"
"10229","Glooscap First Nation","First Nations","45.0425","-64.236944","315","2007","106.115277777778","346.441944222598"
"10230","Soowahlie","First Nations","49.082514978","-121.968964671","333","2007","108.552380952381","330.880009194055"
"10231","Skeetchestn","First Nations","50.841186523","-120.948791504","408","2007","108.552380952381","352.854781659528"
"10232","Gitwangak","First Nations","55.096178378","-128.075998026","66","2007","108.552380952381","291.841785529121"
"10233","Nee-Tahi-Buhn","First Nations","53.992867019","-125.848692261","86","2007","108.552380952381","251.963068283781"
"10234","Soda Creek","First Nations","52.262207031","-122.093383789","360","2007","108.552380952381","331.715097403454"
"10235","Wet'suwet'en First Nation","First Nations","54.331420898","-125.893493652","220","2007","108.552380952381","274.738760834193"
"10236","Aitchelitz","First Nations","49.150411515","-121.986881612","362","2007","108.552380952381","345.295569914995"
"10237","War Lake First Nation","First Nations","56.06842041","-95.596496582","275","2007","101.729761904762","320.314899188915"
"10238","Esgenoopetitj First Nation","First Nations","47.205678093","-65.117289232","141","2007","103.414285714286","248.362245131878"
"10239","Songhees First Nation","First Nations","48.449829102","-123.425476074","418","2007","108.552380952381","259.758771768981"
"10240","Saik'uz First Nation","First Nations","53.938415527","-124.125305176","547","2007","108.552380952381","317.125267342052"
"10241","La Nation Micmac de Gespeg","First Nations","48.875793457","-64.554870605","463","2007","103.414285714286","255.005832861365"
"10242","Pictou Landing","First Nations","45.669444444","-62.652777778","448","2007","103.414285714286","251.1490400637"
"10243","Nisga'a Village of Gingolx","First Nations","54.996032715","-129.956970215","169","2007","108.552380952381","244.08989819662"
"10244","Abegweit","First Nations","46.359802246","-62.910766602","318","2007","103.414285714286","249.381294672519"
"10245","Neskonlith","First Nations","50.783996582","-119.753967285","450","2007","108.552380952381","246.539387394665"
"10246","Eel Ground","First Nations","46.987609863","-65.634216309","562","2007","103.123611111111","322.456212510361"
"10247","Qualicum First Nation","First Nations","49.396789551","-124.61529541","43","2007","108.552380952381","259.015997959558"
"10248","Qalipu Mi'kmaq First Nation","First Nations","48.950563062","-57.93777515","218","2007","109.970833333333","255.57925320003"
"10249","Union Bar","First Nations","49.443055556","-121.433055556","43","2007","108.552380952381","270.01638273591"
"10250","The Crees of the Waskaganish First Nation","First Nations","51.481532005","-78.759963618","249","2007","99.7476190476191","401.997427978469"
"10251","Douglas","First Nations","49.755474212","-122.164833005","270","2007","108.552380952381","247.627250929877"
"10252","Alexis Creek","First Nations","52.138427734","-123.959594727","457","2007","108.552380952381","354.180220020005"
"10253","Behdzi Ahda"" First Nation","First Nations","67.020019531","-126.070007324","197","2007","99.9416666666667","346.88691750139"
"10254","Constance Lake","First Nations","49.811944444","-84.128888889","115","2007","98.8619047619048","251.755651527877"
"10255","Skin Tyee","First Nations","53.998413086","-125.879394531","124","2007","108.552380952381","255.136222172233"
"10256","Shxw'ow'hamel First Nation","First Nations","49.341846","-121.607881","151","2007","108.552380952381","253.715689201519"
"10257","Ahousaht","First Nations","49.280822754","-126.057800293","183","2007","108.552380952381","251.592416764167"
"10258","Gwawaenuk Tribe","First Nations","50.923924624","-126.820881738","342","2007","108.552380952381","255.999478874443"
"10259","T'Sou-ke First Nation","First Nations","48.386230469","-123.695495605","235","2007","108.552380952381","251.812097595604"
"10260","Sheshatshiu Innu First Nation","First Nations","53.518798828","-60.146179199","93","2007","103.414285714286","342.776747394107"
"10261","Yakweakwioose","First Nations","49.133055556","-121.938055556","458","2007","108.552380952381","248.92895672745"
"10262","Cape Mudge","First Nations","50.018055556","-125.293055556","18","2007","108.552380952381","279.438923901075"
"10263","Pabineau","First Nations","47.532222222","-65.669166667","274","2007","103.414285714286","316.420507314657"
"10264","Sts'ailes","First Nations","49.297790527","-121.910888672","16","2007","108.552380952381","281.304510494895"
"10265","Bande des Innus de Pessamit","First Nations","48.938301756","-68.638164685","340","2007","103.123611111111","282.484680150351"
"10266","Oregon Jack Creek","First Nations","50.619628906","-121.319580078","451","2007","108.552380952381","300.542416471813"
"10267","Eastmain","First Nations","52.234169403","-78.518392033","505","2007","99.7476190476191","260.363684891503"
"10268","Adams Lake","First Nations","50.819030762","-119.734008789","496","2007","108.552380952381","247.788245406757"
"10269","Yunesit'in Government","First Nations","51.931030273","-123.145080566","378","2007","108.552380952381","351.008821702239"
"10270","Shxwhá:y Village","First Nations","49.171111111","-121.998888889","343","2007","108.552380952381","281.241741888848"
"10271","Pauquachin","First Nations","48.622802734","-123.457885742","344","2007","108.552380952381","248.87591874054"
"10272","Osoyoos","First Nations","49.18515918","-119.532774034","407","2007","108.552380952381","253.612767668236"
"10273","Cree Nation of Wemindji","First Nations","53.000164385","-78.811970518","102","2007","99.7476190476191","253.047937504806"
"10274","Lytton","First Nations","50.25604248","-121.591064453","168","2007","108.552380952381","248.269303666133"
"10275","Nuchatlaht","First Nations","49.989624023","-126.941711426","107","2007","108.552380952381","256.569469311198"
"10276","Boothroyd","First Nations","49.961791992","-121.483398438","269","2007","108.552380952381","253.308207028076"
"10277","Tk'emlúps te Secwépemc","First Nations","50.681030273","-120.297668457","55","2007","108.552380952381","359.133095505014"
"10278","Lennox Island","First Nations","46.600664","-63.855921","542","2007","103.414285714286","255.905660701681"
"10279","Matsqui","First Nations","49.106944444","-122.348055556","242","2007","108.552380952381","306.104712475718"
"10280","Penelakut Tribe","First Nations","48.971618652","-123.655395508","540","2007","108.552380952381","309.089854737957"
"10281","Cheam","First Nations","49.18974","-121.784241","403","2007","108.552380952381","252.070889459601"
"10282","Wawakapewin","First Nations","53.445083861","-89.141571647","474","2007","101.729761904762","297.959392718687"
"10283","Eel River Bar First Nation","First Nations","48.036621094","-66.375793457","469","2007","103.123611111111","244.015174122075"
"10284","Martin Falls","First Nations","51.656944444","-85.918055556","481","2007","101.729761904762","259.386356806744"
"10285","Montagnais de Pakua Shipi","First Nations","51.220031738","-58.649963379","320","2007","109.970833333333","248.357892968101"
"10286","Klahoose First Nation","First Nations","50.12805556","-124.9361111","339","2007","108.552380952381","279.574014544452"
"10287","Listuguj Mi'gmaq Government","First Nations","48.012521","-66.697698","336","2007","103.123611111111","254.218263160121"
"10288","Tl'azt'en Nation","First Nations","54.653888889","-124.758055556","125","2007","108.552380952381","320.950176869121"
"10289","Cree Nation of Nemaska","First Nations","51.700601609","-76.237895908","484","2007","99.7476190476191","250.842987294558"
"10290","Conseil des Atikamekw de Wemotaci","First Nations","47.902772735","-73.785592138","137","2007","103.745238095238","258.214690299076"
"10291","Nanoose First Nation","First Nations","49.254394531","-124.129089355","227","2007","108.552380952381","408.210306202408"
"10292","Kwakiutl","First Nations","50.693888889","-127.411944444","500","2007","108.552380952381","256.659224640588"
"10293","Nation Huronne Wendat","First Nations","46.856742505","-71.353924374","341","2007","103.745238095238","266.128010134018"
"10294","Lower Nicola","First Nations","50.138427734","-120.858764648","40","2007","108.552380952381","263.023238601686"
"10295","K'ómoks First Nation","First Nations","49.678237","-124.958389","302","2007","108.552380952381","398.456586343674"
"10296","Tsleil-Waututh Nation","First Nations","49.311299025","-122.989068893","420","2007","108.552380952381","258.819777974103"
"10297","Lake Cowichan First Nation","First Nations","48.82598877","-124.069580078","142","2007","108.552380952381","273.782207417323"
"10298","Tsartlip","First Nations","48.585021973","-123.457275391","550","2007","108.552380952381","360.96189035918"
"10299","Saint Mary's","First Nations","45.97195093","-66.632675405","136","2007","103.123611111111","251.923040550245"
"10300","Little Shuswap Lake","First Nations","50.876026808","-119.615824096","309","2007","108.552380952381","246.568274252616"
"10301","Lower Similkameen","First Nations","49.033888889","-119.721944444","395","2007","108.552380952381","344.380331925428"
"10302","Stellat'en First Nation","First Nations","54.061744505","-124.907331563","406","2007","108.552380952381","324.68107204235"
"10303","Inuvik Native","First Nations","68.410217285","-133.814697266","427","2007","99.9416666666667","337.814628690655"
"10304","Skwah","First Nations","49.176111111","-121.978888889","401","2007","108.552380952381","333.963438195109"
"10305","Albany","First Nations","52.207757","-81.684454","388","2007","99.7476190476191","330.913425178359"
"10306","Wapekeka","First Nations","53.721191406","-89.538879395","368","2007","101.729761904762","328.094140200755"
"10307","Coldwater","First Nations","50.03302002","-120.859680176","520","2007","108.552380952381","328.87312490657"
"10308","Xaxli'p","First Nations","50.736111111","-121.863888889","6","2007","108.552380952381","323.800684657472"
"10309","Toquaht","First Nations","48.993591309","-125.383789063","90","2007","108.552380952381","325.327036324111"
"10310","Campbell River","First Nations","50.03268","-125.257981","506","2007","108.552380952381","323.235598016183"
"10311","Xeni Gwet'in First Nations Government","First Nations","51.420227051","-124.098693848","363","2007","108.552380952381","344.114143258346"
"10312","Seton Lake","First Nations","50.732566391","-122.22924754","456","2007","108.552380952381","327.849875704086"
"10313","Bunibonibee Cree Nation","First Nations","54.948889","-95.261111","279","2007","101.729761904762","330.042290251187"
"10314","Esquimalt","First Nations","48.445007324","-123.429992676","275","2007","108.552380952381","322.215536829381"
"10315","Gitxaala Nation","First Nations","53.773986816","-130.438903809","161","2007","108.552380952381","325.985006884814"
"10316","Les Atikamekw de Manawan","First Nations","47.218017578","-74.395996094","252","2007","103.745238095238","330.867363678056"
"10317","Kispiox","First Nations","55.348888889","-127.696111111","109","2007","108.552380952381","322.775494263305"
"10318","Nisga'a Village of New Aiyansh","First Nations","55.197021484","-129.070983887","146","2007","108.552380952381","328.318280244946"
"10319","Millbrook","First Nations","45.331388889","-63.298333333","127","2007","106.115277777778","326.475817847432"
"10320","Namgis First Nation","First Nations","50.596191406","-126.947570801","138","2007","108.552380952381","337.290189548022"
"10321","Kwaw-kwaw-Apilt","First Nations","49.163055556","-121.983055556","374","2007","108.552380952381","323.515324684737"
"10322","Kasabonika Lake","First Nations","53.613055556","-88.661111111","22","2007","101.729761904762","324.619967215236"
"10323","Lax Kw'alaams","First Nations","54.551025391","-130.416992188","329","2007","108.552380952381","321.332850474927"
"10324","Skowkale","First Nations","49.136944444","-121.941111111","225","2007","108.552380952381","325.562604989948"
"10325","Upper Nicola","First Nations","50.143432617","-120.282897949","548","2007","108.552380952381","327.013994469772"
"10326","Cook's Ferry","First Nations","50.423034668","-121.317993164","306","2007","108.552380952381","330.013128156692"
"10327","Sechelt","First Nations","49.477399319","-123.745054627","75","2007","108.552380952381","323.544553222538"
"10328","High Bar","First Nations","51.113037109","-122.018066406","35","2007","108.552380952381","328.113962566378"
"10329","Ts'kw'aylaxw First Nation","First Nations","50.885","-121.838055556","421","2007","108.552380952381","330.817408590669"
"10330","Attawapiskat","First Nations","52.92352","-82.423773","316","2007","99.7476190476191","320.214015277789"
"10331","Tla-o-qui-aht First Nations","First Nations","49.178039551","-125.911071777","13","2007","108.552380952381","321.302494410258"
"10332","Potlotek First Nation","First Nations","45.683837891","-60.76739502","473","2007","103.414285714286","331.39814419834"
"10333","Mohawks of Kanesatake","First Nations","45.483481924","-74.130431116","217","2007","103.745238095238","331.579530939519"
"10334","Homalco","First Nations","49.951938","-125.243754","390","2007","108.552380952381","253.194292294837"
"10335","Tahltan","First Nations","57.909423828","-131.163574219","147","2007","108.552380952381","258.732918724486"
"10336","Kwikwetlem First Nation","First Nations","49.23040509","-122.805099874","517","2007","108.552380952381","363.616105857498"
"10337","Kwikwasut'inuxw Haxwa'mis","First Nations","50.588662375","-126.929522977","284","2007","108.552380952381","245.0976284618"
"10338","Skatin Nations","First Nations","49.941944444","-122.408888889","359","2007","108.552380952381","310.137441812199"
"10339","Glen Vowell","First Nations","55.308055556","-127.683055556","354","2007","108.552380952381","274.188266646268"
"10340","Mowachaht/Muchalaht","First Nations","49.684204102","-126.120605469","434","2007","108.552380952381","349.732102147074"
"10341","Montagnais de Natashquan","First Nations","50.132385254","-61.801574707","16","2007","103.414285714286","282.732448748984"
"10342","Spuzzum","First Nations","49.661193848","-121.413879395","256","2007","108.552380952381","326.171651395312"
"10343","Mamalilikulla-Qwe'Qwa'Sot'Em","First Nations","50.594238281","-126.682312012","356","2007","108.552380952381","303.867868282022"
"10344","Vuntut Gwitchin First Nation","First Nations","67.576388889","-139.823888889","413","2007","99.9416666666667","256.050868469443"
"10345","Esk'etemc","First Nations","51.788635254","-122.229675293","546","2007","108.552380952381","276.469862659115"
"10346","Nuxalk Nation","First Nations","52.376220703","-126.730407715","118","2007","108.552380952381","245.369185307548"
"10347","?Esdilagh First Nation","First Nations","52.574035645","-122.484985352","163","2007","108.552380952381","248.96190395304"
"10348","Gwichya Gwich'in","First Nations","67.44519043","-133.736572266","382","2007","99.9416666666667","313.731957766279"
"10349","Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations","First Nations","50.089233398","-127.305297852","412","2007","108.552380952381","339.010629561193"
"10350","Burns Lake","First Nations","54.238155509","-125.768232123","68","2007","108.552380952381","255.469123169431"
"10351","Sayisi Dene First Nation","First Nations","58.7169444","-98.488888","507","2007","101.729761904762","263.931090496914"
"10352","Uchucklesaht","First Nations","49.023803711","-125.040405273","184","2007","108.552380952381","249.979232370359"
"10353","New Westminster","First Nations","49.212777778","-122.917222222","46","2007","108.552380952381","337.757428842461"
"10354","Nain","Inuit","56.550322","-61.687865","1188","2008","120.07619047619","348.931610795272"
"10355","Hopedale","Inuit","55.457954","-60.211485","556","2008","126.458333333333","329.232350912194"
"10356","Rigolet","Inuit","54.179159","-58.429221","306","2008","126.458333333333","342.365907560499"
